,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized,actual,predicted
2766,28.0,18.0,1.0,2.0,1.0,3.0,16.0,3.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,0,1.0,1.0,4.0,0.0,0.0,1.0,2,1,3.0,1,1
17891,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,189.0,0.98,4.0,4.0,10.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
9539,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,174.0,0.9,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
6920,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,252.0,0.9,6.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
9093,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.6,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
2698,29.0,9.0,1.0,3.0,1.0,1.0,16.0,3.0,2.0,0.0,7.0,4.0,2.0,0.0,3.0,4.0,200.0,0.72,4.0,2.0,5.0,0,1.0,0.0,4.0,0.0,1.0,2.0,1,1,4.0,1,1
1052,30.0,7.0,3.0,3.0,1.0,1.0,13.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,0,0.0,1.0,4.0,2.0,0.0,1.0,2,1,1.0,0,0
14197,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,237.0,0.76,6.0,2.0,5.0,2,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
11067,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,261.0,0.89,3.0,2.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
6826,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,144.0,0.49,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,1,0
8248,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,218.0,0.8,3.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
8375,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,152.0,0.92,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
18822,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,138.0,0.47,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,1,0
6279,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,135.0,0.5,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
4921,43.0,17.0,2.0,2.0,3.0,4.0,11.0,3.0,2.0,1.0,26.0,1.0,1.0,0.0,4.0,5.0,200.0,0.72,4.0,3.0,4.0,2,1.0,1.0,3.0,2.0,1.0,0.0,1,1,2.0,1,1
19022,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,208.0,0.99,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
14874,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,245.0,0.87,5.0,2.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
11259,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,265.0,0.54,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
9091,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,213.0,0.77,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,1
12432,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,200.0,0.63,5.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
11058,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,171.0,0.83,5.0,1.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,1
20158,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,215.0,0.66,3.0,3.0,6.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
8306,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,256.0,1.0,4.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
3045,53.0,16.0,1.0,3.0,2.0,2.0,14.0,3.0,2.0,0.0,9.0,4.0,2.0,0.0,1.0,2.0,200.0,0.72,4.0,1.0,9.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,1,1
3263,23.0,6.0,1.0,3.0,1.0,1.0,17.0,4.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0.0,1,1
1393,27.0,9.0,4.0,3.0,2.0,1.0,14.0,3.0,1.0,0.0,7.0,5.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,7.0,1,1.0,1.0,3.0,0.0,0.0,0.0,1,1,0.0,0,0
4003,20.0,9.0,2.0,1.0,1.0,1.0,13.0,3.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,200.0,0.72,4.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,6.0,2,1,2.0,1,1
3315,56.0,2.0,4.0,1.0,5.0,4.0,12.0,3.0,4.0,0.0,34.0,2.0,3.0,0.0,14.0,8.0,200.0,0.72,4.0,1.0,10.0,2,1.0,1.0,0.0,0.0,0.0,7.0,1,0,3.0,1,0
20340,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,235.0,0.49,5.0,3.0,8.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2937,26.0,13.0,1.0,3.0,2.0,3.0,13.0,3.0,2.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,200.0,0.72,4.0,3.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,1,1
3062,19.0,18.0,4.0,3.0,1.0,1.0,15.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,0,1.0,1.0,2.0,0.0,0.0,6.0,2,1,4.0,1,0
2519,27.0,1.0,2.0,2.0,1.0,1.0,11.0,3.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,200.0,0.72,4.0,2.0,4.0,1,1.0,0.0,4.0,0.0,1.0,1.0,1,1,1.0,1,1
19184,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,164.0,0.37,3.0,2.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
10978,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,268.0,0.96,3.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
18221,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,305.0,0.81,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
11976,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.55,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
17083,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,268.0,0.71,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
12570,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,149.0,0.51,5.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
3974,29.0,13.0,3.0,3.0,1.0,1.0,18.0,3.0,2.0,0.0,5.0,2.0,2.0,0.0,4.0,5.0,200.0,0.72,4.0,4.0,5.0,0,2.0,0.0,0.0,0.0,1.0,1.0,2,1,2.0,1,1
8819,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,247.0,0.99,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
19859,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,232.0,0.98,3.0,1.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
2781,38.0,12.0,2.0,2.0,3.0,4.0,13.0,3.0,4.0,0.0,16.0,2.0,3.0,0.0,5.0,4.0,200.0,0.72,4.0,3.0,15.0,2,2.0,1.0,0.0,1.0,0.0,5.0,2,0,4.0,1,0
5377,28.0,12.0,2.0,2.0,1.0,1.0,12.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,200.0,0.72,4.0,2.0,1.0,1,1.0,0.0,0.0,1.0,1.0,2.0,2,1,3.0,1,1
5076,31.0,6.0,1.0,2.0,1.0,2.0,12.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0,6.0,2.0,200.0,0.72,4.0,1.0,1.0,1,2.0,1.0,0.0,0.0,1.0,2.0,2,1,3.0,1,1
14677,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,142.0,0.8,4.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
4755,34.0,24.0,1.0,3.0,2.0,0.0,19.0,3.0,1.0,1.0,10.0,1.0,2.0,0.0,2.0,1.0,200.0,0.72,4.0,2.0,4.0,1,2.0,0.0,3.0,1.0,0.0,0.0,2,1,4.0,1,1
11266,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.98,4.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
9198,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,204.0,0.76,4.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
9754,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,253.0,0.42,6.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
19693,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.57,4.0,3.0,7.0,1,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
13188,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,159.0,0.74,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
2579,35.0,21.0,3.0,2.0,2.0,1.0,16.0,3.0,1.0,2.0,8.0,3.0,3.0,0.0,5.0,3.0,200.0,0.72,4.0,3.0,6.0,2,2.0,1.0,3.0,1.0,0.0,2.0,1,1,0.0,1,1
3334,35.0,2.0,3.0,2.0,1.0,3.0,22.0,3.0,4.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,200.0,0.72,4.0,3.0,0.0,1,0.0,1.0,1.0,0.0,1.0,2.0,2,1,2.0,1,0
14822,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,137.0,0.49,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
9392,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,178.0,0.49,4.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
13483,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,259.0,0.51,5.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
17539,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,187.0,0.74,2.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
2457,25.0,8.0,1.0,1.0,1.0,3.0,13.0,3.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,200.0,0.72,4.0,3.0,2.0,1,1.0,0.0,0.0,0.0,1.0,1.0,2,1,4.0,1,1
4691,33.0,21.0,2.0,2.0,3.0,7.0,12.0,3.0,2.0,0.0,11.0,0.0,2.0,0.0,7.0,2.0,200.0,0.72,4.0,1.0,10.0,2,1.0,0.0,2.0,2.0,0.0,8.0,2,1,2.0,1,1
7301,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,157.0,0.46,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
19383,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,233.0,0.79,5.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
1182,36.0,1.0,4.0,2.0,2.0,0.0,15.0,3.0,3.0,0.0,4.0,6.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,1,0.0,0.0,2.0,1.0,0.0,3.0,2,1,2.0,0,0
19025,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,236.0,0.67,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
13512,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,243.0,0.68,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
8279,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,226.0,0.81,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
5732,34.0,3.0,4.0,3.0,1.0,1.0,15.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,2.0,7.0,200.0,0.72,4.0,3.0,9.0,1,1.0,1.0,2.0,0.0,1.0,3.0,2,1,0.0,1,1
2958,36.0,4.0,1.0,3.0,1.0,1.0,15.0,3.0,4.0,1.0,8.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,5.0,0,2.0,0.0,0.0,1.0,1.0,2.0,2,1,2.0,1,1
7596,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,270.0,0.93,7.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
5764,27.0,22.0,2.0,3.0,1.0,0.0,14.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,1,0.0,1,1
18353,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,152.0,0.47,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
1968,38.0,2.0,1.0,1.0,3.0,1.0,11.0,3.0,3.0,0.0,16.0,2.0,2.0,0.0,7.0,3.0,200.0,0.72,4.0,4.0,11.0,2,1.0,1.0,3.0,0.0,0.0,0.0,2,1,4.0,1,1
12681,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.82,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
16925,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,241.0,0.49,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
8280,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,169.0,0.99,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
19606,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,100.0,0.46,2.0,3.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
17117,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,282.0,0.9,4.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,1
5099,23.0,1.0,3.0,2.0,1.0,3.0,12.0,3.0,2.0,0.0,9.0,2.0,2.0,0.0,3.0,4.0,200.0,0.72,4.0,1.0,0.0,1,1.0,1.0,2.0,0.0,1.0,6.0,2,1,0.0,1,1
16484,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,255.0,0.52,5.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
19630,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,188.0,0.43,3.0,2.0,7.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2238,33.0,9.0,1.0,2.0,1.0,6.0,20.0,4.0,1.0,0.0,9.0,4.0,4.0,0.0,6.0,6.0,200.0,0.72,4.0,1.0,8.0,0,1.0,0.0,0.0,1.0,0.0,2.0,2,1,3.0,1,1
16770,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.4,2.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
5230,36.0,10.0,2.0,2.0,2.0,6.0,13.0,3.0,1.0,1.0,8.0,2.0,2.0,0.0,0.0,2.0,200.0,0.72,4.0,2.0,10.0,1,1.0,1.0,2.0,2.0,0.0,2.0,1,1,1.0,1,1
17573,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,163.0,0.6,2.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
4896,30.0,9.0,1.0,1.0,1.0,3.0,14.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,200.0,0.72,4.0,1.0,2.0,1,1.0,1.0,2.0,1.0,0.0,1.0,2,1,2.0,1,1
6097,36.0,16.0,1.0,2.0,2.0,3.0,11.0,3.0,2.0,0.0,15.0,2.0,2.0,0.0,3.0,2.0,200.0,0.72,4.0,1.0,12.0,2,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0.0,1,1
2346,52.0,24.0,1.0,3.0,3.0,5.0,13.0,3.0,3.0,0.0,10.0,2.0,2.0,0.0,7.0,6.0,200.0,0.72,4.0,1.0,13.0,2,0.0,1.0,0.0,1.0,1.0,8.0,1,1,1.0,1,1
1311,18.0,14.0,2.0,3.0,1.0,1.0,16.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,2,1,1.0,0,0
9282,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,199.0,0.85,3.0,1.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
10342,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,201.0,0.8,2.0,4.0,2.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
3388,41.0,13.0,2.0,2.0,2.0,7.0,17.0,3.0,3.0,0.0,9.0,3.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,4.0,2,1.0,1.0,2.0,2.0,0.0,0.0,1,1,3.0,1,1
744,37.0,11.0,1.0,1.0,2.0,5.0,15.0,3.0,1.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,1,1.0,0.0,2.0,1.0,0.0,4.0,2,1,2.0,1,1
7726,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.5,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
3525,32.0,16.0,3.0,3.0,1.0,1.0,18.0,3.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,13.0,200.0,0.72,4.0,3.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1.0,1,0
8492,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,160.0,0.51,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
20405,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,187.0,0.61,4.0,3.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
408,52.0,4.0,4.0,3.0,4.0,2.0,13.0,3.0,4.0,0.0,31.0,2.0,1.0,0.0,2.0,4.0,200.0,0.72,4.0,4.0,5.0,2,1.0,0.0,0.0,1.0,0.0,5.0,2,1,1.0,0,0
17333,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,167.0,0.86,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
5532,26.0,20.0,2.0,2.0,1.0,5.0,13.0,3.0,2.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,200.0,0.72,4.0,4.0,3.0,0,2.0,0.0,5.0,0.0,0.0,8.0,1,1,1.0,1,1
9414,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,148.0,0.97,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
10191,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,254.0,0.78,4.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
1290,34.0,9.0,4.0,3.0,2.0,4.0,17.0,3.0,3.0,1.0,11.0,3.0,2.0,0.0,1.0,7.0,200.0,0.72,4.0,1.0,7.0,2,2.0,1.0,0.0,1.0,0.0,2.0,2,1,0.0,1,1
2174,27.0,6.0,3.0,3.0,1.0,0.0,19.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,200.0,0.72,4.0,3.0,2.0,0,1.0,0.0,0.0,0.0,0.0,2.0,2,1,3.0,1,0
13047,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,145.0,0.97,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
8255,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,176.0,0.59,2.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
14772,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,162.0,0.54,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
9897,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,156.0,0.79,3.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
15065,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,174.0,0.76,3.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
19887,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,213.0,0.4,3.0,3.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
19299,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,201.0,0.88,6.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
